id,name,address,city,state,zip,category,subcategory,annual_revenue,employee_count,founded_year,lat,lon,is_active,last_inspection_date
750,Soundside & Logic Agency,6525 Sunset Ln,Renton,WA,98058,Retail,Apparel,31182737,2346,2007,47.509708,-122.167579,true,2021-12-28
751,Metro Services Consulting,6380 Division Ln,Kent,WA,98035,Retail,Apparel,12725183,238,1978,47.38392,-122.249913,true,2025-08-23
752,The Pioneer Services,1590 Canyon Ave,Bellevue,WA,98008,Food & Beverage,Bakery,43946984,3190,2020,47.663459,-122.220998,true,2022-03-01
753,Summit Industries,5387 Lake Dr,Yakima,WA,98901,Healthcare,Telehealth,2122976,1696,2023,46.584288,-120.465042,true,2022-09-30
754,Metro Logic Consulting,9996 Meadow Blvd,Spokane,WA,99204,Food & Beverage,Bakery,31068537,573,1950,47.718766,-117.39439,true,2024-07-22
755,Coastal & Labs Industries,2082 Oak Pl,Yakima,WA,98908,Food & Beverage,Bakery,48773166,490,1987,46.64346,-120.561556,true,2020-06-12
756,Metro Design Corp,2491 Market Pkwy,Renton,WA,98055,Manufacturing,Metal Fabrication,48502211,1385,1996,47.541287,-122.174488,true,2023-10-23
757,The Cascade Ventures,4109 Market Way,Tacoma,WA,98405,Healthcare,Telehealth,46301034,3643,1992,47.21521,-122.488345,true,2022-11-22
758,Tech Co,9333 Canyon Dr,Olympia,WA,98503,Retail,Apparel,48088986,1297,2022,47.071359,-122.942237,true,2025-04-30
759,Solutions Studio,6395 Market Rd,Vancouver,WA,98660,Manufacturing,Metal Fabrication,14254399,4778,1988,46.0,-122.640752,true,2020-02-19
760,Alpine & Solutions Studio,5249 Canyon Ln,Kirkland,WA,98034,Retail,Sporting Goods,43561810,1386,2017,47.677237,-122.162,true,2025-06-05
761,Pioneer Co,2559 Commerce Pkwy,Kennewick,WA,99338,Manufacturing,Aerospace,8075644,1614,1995,46.230249,-119.19223,true,2020-02-19
762,Northwest Analytics Consulting,5498 Monroe St,Yakima,WA,98903,Professional Services,Legal,37180292,4381,2018,46.628965,-120.526373,true,2020-08-17
763,The Summit Dynamics,3007 Maple Pkwy,Everett,WA,98204,Food & Beverage,Catering,37092459,2274,1961,47.949363,-122.164328,true,2020-09-17
764,The Harbor Bridge,1710 Pine Way,Kennewick,WA,99338,Healthcare,Clinic Services,4952607,1610,2011,46.157304,-119.17269,true,2020-12-07
765,Urban Group Studio,9630 Broadway St,Everett,WA,98208,Healthcare,Medical Devices,43175991,1596,2008,47.985084,-122.234201,false,2022-10-28
766,Soundside & Logic Holdings,4749 Harbor Dr,Bellingham,WA,98229,Manufacturing,Metal Fabrication,16761583,2795,1985,48.722489,-122.464265,true,2025-08-22
767,Connect Inc,8448 Jefferson Pl,Kirkland,WA,98033,Professional Services,Marketing,12048740,538,2005,47.633376,-122.179207,true,2021-01-22
768,Summit Corp,3593 Harbor Ct,Kennewick,WA,99337,Manufacturing,Food Processing,21525900,4346,2010,46.226546,-119.135369,true,2023-05-14
769,Summit Enterprises,2687 River Way,Kennewick,WA,99338,Food & Beverage,Catering,31844515,4877,2003,46.218521,-119.181448,true,2023-01-08
770,Solutions Group,5898 Ridge Pl,Redmond,WA,98053,Retail,Sporting Goods,28591259,4615,2000,47.72212,-122.079867,true,2020-01-24
771,Olympic Ventures Group,3413 Sunrise Dr,Bellingham,WA,98226,Manufacturing,Aerospace,25113495,194,1991,48.806242,-122.497567,true,2024-04-15
772,Metro Labs Corp,4083 River Way,Renton,WA,98058,Food & Beverage,Catering,48453206,4858,2010,47.525697,-122.175893,false,2020-07-07
773,Urban & Dynamics Group,9702 Willow Ave,Bellingham,WA,98225,Professional Services,Marketing,3815784,2808,1985,48.772536,-122.430934,true,2024-11-29
774,The Cascade Partners,2586 Hill Pkwy,Kennewick,WA,99337,Retail,Apparel,38576401,1639,2021,46.206621,-119.094298,true,2022-10-01
775,Solutions Corp,6018 Lincoln Rd,Renton,WA,98056,Food & Beverage,Brewery,21609872,3837,1979,47.496801,-122.151923,true,2023-09-26
776,The Pacific Solutions,7101 Cherry Pl,Redmond,WA,98052,Professional Services,Accounting,35510148,494,2015,47.640643,-122.090282,true,2024-11-25
777,Harbor Partners Consulting,1337 Elm Ct,Seattle,WA,98104,Food & Beverage,Brewery,35735973,1297,2015,47.644817,-122.330959,true,2020-12-25
778,The Cascade Design,7493 Hill Way,Olympia,WA,98501,Manufacturing,Metal Fabrication,12241923,4713,1993,47.058021,-122.937094,true,2024-11-06
779,Horizon Inc,5381 Broadway Blvd,Kennewick,WA,99337,Technology,Cybersecurity,15007893,4788,1991,46.218969,-119.199238,true,2022-03-31
780,Harbor Co,3477 Harbor Blvd,Bellingham,WA,98225,Food & Beverage,Brewery,1809895,4370,1955,48.797189,-122.454211,true,2023-11-28
781,The Evergreen Group,4541 Sunset Rd,Bellevue,WA,98006,Retail,Home Goods,1881833,1125,2006,47.661416,-122.18102,true,2024-03-16
782,The Northwest Ventures,3354 Sunrise Ln,Seattle,WA,98126,Manufacturing,Metal Fabrication,8415074,761,1972,47.652503,-122.36497,true,2025-10-16
783,Innovations Industries,6901 Valley Rd,Bellevue,WA,98004,Healthcare,Pharmaceuticals,34068166,2948,2011,47.564443,-122.201307,true,2021-04-03
784,Innovations Associates,1169 Broadway Dr,Everett,WA,98203,Technology,Software,47107670,692,1999,47.965603,-122.209598,true,2020-03-05
785,Summit Inc,8597 Hill Blvd,Kirkland,WA,98034,Professional Services,Accounting,2666629,502,1976,47.625444,-122.16831,true,2023-04-15
786,Summit LLC,6081 Park Blvd,Renton,WA,98055,Food & Beverage,Bakery,33440377,1672,1989,47.52879,-122.199691,true,2024-03-08
787,Pacific Inc,6779 Maple Ct,Kennewick,WA,99337,Retail,Home Goods,40215156,4303,1971,46.153417,-119.1969,true,2020-03-02
788,Urban & Ventures Enterprises,7315 Lake Pkwy,Renton,WA,98055,Healthcare,Medical Devices,20949772,3902,2010,47.480386,-122.242041,true,2022-11-18
789,Puget & Connect Holdings,3315 Lake Rd,Tacoma,WA,98409,Retail,Home Goods,8761241,1169,1978,47.304829,-122.419788,true,2021-01-23
790,Labs LLC,5484 Madison Pkwy,Vancouver,WA,98664,Manufacturing,Food Processing,34738864,4729,1984,46.0,-122.717373,true,2021-06-23
791,Northwest Analytics Consulting,3342 Forest Ave,Renton,WA,98056,Manufacturing,Food Processing,42639342,280,1980,47.509344,-122.180476,true,2023-08-14
792,Harbor Holdings,7525 Market Ct,Seattle,WA,98119,Food & Beverage,Bakery,7956707,2289,2015,47.608061,-122.348732,false,2023-10-13
793,Bay Ventures Consulting,5709 Market St,Kennewick,WA,99337,Healthcare,Clinic Services,28672904,209,2019,46.190918,-119.095363,true,2022-07-19
794,The Alpine Group,9165 Elm Ct,Everett,WA,98203,Technology,Software,26729672,4186,1974,47.986056,-122.224514,true,2022-06-27
795,Cedar & Solutions Studio,8702 Pine Ct,Bellingham,WA,98226,Technology,Hardware,36252360,1888,2017,48.778009,-122.497528,true,2021-10-12
796,Pioneer & Solutions Agency,7047 Valley Dr,Bellevue,WA,98004,Professional Services,Legal,26952121,2429,1999,47.626189,-122.156927,false,2024-09-21
797,Tech Corp,9205 Harbor Rd,Kennewick,WA,99338,Manufacturing,Food Processing,41195603,4866,1958,46.188631,-119.113414,true,2024-08-07
798,The Pioneer Analytics,6506 Valley Rd,Tacoma,WA,98406,Healthcare,Telehealth,4783298,1854,1985,47.288693,-122.408249,true,2024-07-02
799,Columbia Partners Inc,8629 Harbor Ct,Bellevue,WA,98004,Professional Services,Legal,42230990,4903,2010,47.5747,-122.242911,true,2024-11-30
800,The Soundside Labs,4285 Park Pl,Kirkland,WA,98034,Technology,Cybersecurity,39307247,1380,2012,47.638441,-122.164373,true,2022-07-09
801,The Cedar Innovations,7185 Division Ave,Federal Way,WA,98003,Technology,Software,18854142,2260,1982,47.379713,-122.297602,true,2023-09-08
802,Puget & Connect Co,8209 Sunset Pkwy,Kent,WA,98035,Professional Services,Accounting,44719571,2178,1963,47.43797,-122.280029,false,2025-06-21
803,Horizon Health Studio,9772 Washington Pkwy,Federal Way,WA,98003,Food & Beverage,Bakery,7933503,1955,1996,47.332795,-122.265553,true,2024-09-23
804,Metro & Ventures Studio,710 Cherry Ln,Yakima,WA,98901,Manufacturing,Metal Fabrication,14548167,4645,1973,46.629317,-120.528323,true,2023-09-09
805,Innovations Consulting,5873 Pacific Dr,Bellevue,WA,98007,Retail,Sporting Goods,3257744,2659,2008,47.646227,-122.172513,true,2022-12-13
806,Soundside Associates,8289 Elm Way,Bellingham,WA,98226,Healthcare,Pharmaceuticals,41416086,4410,1979,48.757017,-122.436382,true,2023-06-06
807,Urban Enterprises,4436 Adams Way,Bellevue,WA,98006,Professional Services,Consulting,29428186,2962,1970,47.626734,-122.222449,false,2023-08-15
808,Bay & Group Agency,3014 Cherry Pkwy,Seattle,WA,98144,Technology,Hardware,5145935,1628,1961,47.619822,-122.28094,true,2024-07-15
809,Horizon Solutions Enterprises,4915 Elm Way,Yakima,WA,98902,Retail,Electronics,29748091,335,1981,46.625907,-120.506061,true,2023-01-26
810,Pioneer Holdings,2481 Main Dr,Seattle,WA,98108,Manufacturing,Aerospace,1444116,3959,2006,47.64999,-122.272009,true,2022-02-26
811,Labs Industries,4418 Broadway Way,Kent,WA,98032,Healthcare,Telehealth,15800840,2623,2019,47.395271,-122.183368,true,2021-07-04
812,The Puget Logic,8871 Ridge St,Renton,WA,98059,Professional Services,Legal,15339038,2854,2020,47.525467,-122.180525,true,2022-07-06
813,Harbor Corp,462 Lincoln Ct,Everett,WA,98201,Retail,Apparel,23377249,3905,1968,47.975229,-122.207455,true,2023-12-22
814,The Pacific Edge,2284 Cherry Rd,Bellevue,WA,98007,Professional Services,Accounting,20842022,4411,1988,47.61837,-122.146318,true,2025-09-11
815,Northwest Innovations Studio,1263 Cedar Ct,Kent,WA,98035,Healthcare,Clinic Services,49064995,1321,1974,47.423528,-122.173493,true,2022-01-04
816,Puget Partners Corp,6711 Willow Ln,Yakima,WA,98908,Healthcare,Medical Devices,46785623,3887,1967,46.617929,-120.510603,true,2022-01-19
817,Columbia Corp,4368 Cherry Rd,Bellevue,WA,98005,Retail,Home Goods,23618678,669,1993,47.571289,-122.208357,true,2021-01-20
818,Health Consulting,1664 River Ave,Federal Way,WA,98003,Retail,Apparel,362796,2678,1999,47.365516,-122.362692,true,2024-03-15
819,Craft Co,1688 Hill Pkwy,Yakima,WA,98903,Technology,Hardware,38569482,1450,2006,46.562618,-120.495495,true,2021-12-28
820,Systems Group,1865 Spring Blvd,Federal Way,WA,98003,Healthcare,Telehealth,6742201,4077,1974,47.263641,-122.365347,true,2023-10-13
821,Bay Associates,6091 Hill Rd,Everett,WA,98208,Professional Services,Marketing,12689295,3312,1955,48.014088,-122.146719,true,2025-05-21
822,Soundside & Logic Studio,8815 Cherry Ct,Bellingham,WA,98229,Professional Services,Consulting,13534324,2315,1991,48.791733,-122.529086,true,2022-03-22
823,Urban Tech Holdings,5367 Jefferson Pkwy,Kirkland,WA,98034,Professional Services,Marketing,20578439,4077,1986,47.668509,-122.224752,true,2020-08-13
824,Harbor Agency,5238 Pine Ct,Federal Way,WA,98003,Technology,Hardware,3218044,2482,1999,47.373614,-122.333146,true,2020-08-02
825,Summit Logic Associates,3614 Washington Pl,Yakima,WA,98902,Professional Services,Marketing,14919119,2624,1959,46.628625,-120.507122,true,2025-07-21
826,Puget Inc,5519 Forest Ln,Redmond,WA,98052,Food & Beverage,Restaurant,24999986,3293,1955,47.615428,-122.134221,true,2022-10-05
827,Group Co,6804 Main Ln,Olympia,WA,98506,Professional Services,Accounting,25358884,2279,1974,47.085833,-122.909259,true,2025-06-22
828,Metro Consulting,1255 Park St,Kirkland,WA,98033,Food & Beverage,Restaurant,32835150,545,1973,47.695184,-122.222544,true,2021-11-16
829,Harbor Labs Corp,6570 Valley St,Vancouver,WA,98664,Retail,Sporting Goods,33468014,1645,1966,46.0,-122.695627,true,2020-05-26
830,Horizon Services Corp,4060 Broadway Pkwy,Everett,WA,98204,Manufacturing,Aerospace,29450967,1170,2006,47.933369,-122.255436,true,2020-06-17
831,Northwest Inc,5692 Market Blvd,Spokane,WA,99206,Food & Beverage,Catering,31056672,1644,1957,47.692226,-117.403011,true,2021-09-19
832,The Soundside Ventures,1236 Pacific Pkwy,Kirkland,WA,98034,Food & Beverage,Restaurant,37419781,1320,1968,47.647028,-122.194734,true,2023-07-24
833,Services Industries,6168 Maple Blvd,Seattle,WA,98104,Technology,Software,45973710,1915,1950,47.599191,-122.325887,true,2020-08-27
834,Northwest Bridge Agency,424 Jefferson Pkwy,Yakima,WA,98908,Manufacturing,Metal Fabrication,19006136,3169,2007,46.554357,-120.543058,false,2022-08-31
835,The Metro Connect,8889 Canyon Rd,Spokane,WA,99203,Manufacturing,Metal Fabrication,19301084,1429,1999,47.630005,-117.372384,false,2021-10-18
836,Northwest & Ventures Enterprises,3818 Cherry Blvd,Renton,WA,98057,Professional Services,Consulting,14015416,3325,2003,47.481808,-122.214017,true,2025-03-01
837,The Soundside Partners,2280 Sunrise Rd,Vancouver,WA,98661,Manufacturing,Food Processing,47871096,1565,2022,46.0,-122.674378,true,2024-01-28
838,The Alpine Group,2415 Jefferson St,Kennewick,WA,99338,Manufacturing,Metal Fabrication,43820913,3706,1988,46.253493,-119.104951,false,2024-08-15
839,Horizon Enterprises,7357 Oak Rd,Seattle,WA,98117,Healthcare,Pharmaceuticals,38127093,1412,1984,47.590522,-122.283209,false,2021-09-30
840,Coastal Holdings,2239 Adams Way,Spokane,WA,99201,Manufacturing,Metal Fabrication,45428303,796,1958,47.693823,-117.466263,true,2020-02-05
841,Alpine Industries,3589 Harbor St,Kennewick,WA,99337,Technology,Cloud Services,41874370,2585,2024,46.252312,-119.162405,false,2025-01-03
842,Bay LLC,6902 Park Ct,Everett,WA,98208,Retail,Electronics,10672019,4602,2020,47.954769,-122.24782,true,2023-02-25
843,Metro Inc,6341 Jefferson Ln,Vancouver,WA,98663,Healthcare,Medical Devices,11489239,164,1996,46.0,-122.712402,false,2022-01-14
844,Soundside Data Associates,3003 Lake Pkwy,Everett,WA,98204,Technology,Cybersecurity,45507743,3225,1969,48.033592,-122.191986,true,2022-03-18
845,The Cascade Innovations,361 Division Blvd,Spokane,WA,99206,Retail,Home Goods,17009468,1574,2015,47.685369,-117.376149,true,2025-11-01
846,The Pioneer Group,7193 Meadow Ave,Kennewick,WA,99337,Technology,Cybersecurity,44119947,3753,1960,46.188228,-119.179974,true,2020-05-08
847,The Horizon Works,6463 Maple Dr,Tacoma,WA,98407,Food & Beverage,Restaurant,22574077,3005,2015,47.278157,-122.497695,true,2024-10-04
848,The Columbia Craft,4714 Commerce St,Kent,WA,98035,Professional Services,Accounting,45134266,695,1990,47.335881,-122.248451,true,2021-04-09
849,Cascade Studio,1531 Cedar Ave,Seattle,WA,98146,Healthcare,Medical Devices,952427,2795,1959,47.579155,-122.368747,true,2025-03-02
850,Olympic Works Industries,3140 Elm St,Spokane,WA,99201,Retail,Apparel,29106082,1910,1976,47.673508,-117.48326,true,2020-11-21
851,Urban Industries,7787 Industrial Pkwy,Kent,WA,98030,Retail,Electronics,29746768,1515,2014,47.377125,-122.266324,true,2021-12-21
852,Evergreen Systems Industries,3183 Forest Way,Redmond,WA,98052,Retail,Electronics,10950061,3234,1987,47.715381,-122.110948,true,2025-09-06
853,Logic Inc,4711 River St,Spokane,WA,99201,Retail,Electronics,4263294,4047,1994,47.651183,-117.391064,false,2020-09-04
854,Metro Tech Industries,5316 Canyon Pkwy,Olympia,WA,98501,Manufacturing,Aerospace,38248441,2150,1990,47.060884,-122.852163,true,2025-05-21
855,Evergreen Studio,799 Spring Ln,Renton,WA,98058,Manufacturing,Food Processing,31030150,2658,2001,47.521609,-122.212383,true,2025-03-17
856,The Pacific Solutions,2547 Cherry Way,Everett,WA,98201,Healthcare,Pharmaceuticals,29200833,1416,1969,48.008543,-122.213732,true,2022-01-23
857,The Soundside Works,6526 River Dr,Redmond,WA,98053,Technology,Software,15333325,1557,2012,47.656955,-122.162012,true,2025-08-06
858,Systems Corp,7910 Industrial Blvd,Kent,WA,98031,Manufacturing,Aerospace,34863575,4049,1977,47.378481,-122.210105,true,2020-02-23
859,Cedar Design Studio,9915 Lake Ct,Kirkland,WA,98034,Professional Services,Legal,22940648,3059,1966,47.66063,-122.232727,true,2025-04-23
860,The Soundside Dynamics,4696 Meadow Pkwy,Bellevue,WA,98006,Technology,Cybersecurity,46914102,1593,1966,47.594401,-122.230467,false,2022-07-26
861,Connect Inc,8471 Washington Ln,Vancouver,WA,98661,Food & Beverage,Catering,41899557,2635,1960,46.0,-122.700108,true,2025-03-10
862,Evergreen Industries,6060 Pine Pl,Olympia,WA,98502,Professional Services,Accounting,15037645,26,1991,46.988031,-122.913251,true,2025-05-30
863,Soundside Agency,3183 Park Dr,Federal Way,WA,98003,Healthcare,Clinic Services,49408225,1597,2017,47.3748,-122.311836,true,2023-03-02
864,Rainier Co,4951 Oak Ave,Redmond,WA,98053,Manufacturing,Food Processing,5332116,3020,2009,47.694078,-122.077676,true,2021-08-27
865,The Soundside Systems,4621 Valley Pkwy,Everett,WA,98208,Professional Services,Marketing,19160106,1335,1966,47.986632,-122.188739,true,2020-03-10
866,Soundside Analytics Agency,7214 Ridge Ln,Bellevue,WA,98005,Technology,Cloud Services,21968457,283,1986,47.616309,-122.215741,true,2020-06-10
867,Urban Corp,2583 Washington Ct,Kennewick,WA,99336,Food & Beverage,Restaurant,47955917,1926,1961,46.236733,-119.11436,true,2024-01-02
868,Horizon & Craft Inc,6921 Cherry Blvd,Renton,WA,98059,Technology,Cybersecurity,6054479,1698,2007,47.471229,-122.241651,true,2022-12-04
869,Northwest Dynamics Holdings,791 Sunset Rd,Redmond,WA,98052,Healthcare,Medical Devices,9289086,4101,1990,47.687371,-122.113078,true,2024-06-09
870,Coastal Craft Corp,3378 Maple Rd,Seattle,WA,98108,Food & Beverage,Brewery,39156964,4027,1950,47.609067,-122.309643,true,2020-11-26
871,Edge Group,9213 Canyon Ct,Olympia,WA,98506,Retail,Electronics,10778245,1652,1982,47.027662,-122.941729,true,2023-09-01
872,Pacific & Ventures Studio,6746 Sunrise Blvd,Kennewick,WA,99336,Retail,Sporting Goods,2845761,3175,1963,46.1643,-119.165754,true,2022-04-22
873,The Harbor Group,990 Sunset Pkwy,Redmond,WA,98053,Food & Beverage,Brewery,14599608,4187,1953,47.709952,-122.099095,true,2022-06-05
874,The Horizon Partners,9960 River Pl,Yakima,WA,98908,Healthcare,Clinic Services,37686655,4889,1986,46.564762,-120.456385,true,2022-10-14
875,Health Inc,100 Harbor Pl,Bellevue,WA,98007,Food & Beverage,Restaurant,48955465,4654,1970,47.656129,-122.157678,true,2024-02-16
876,The Alpine Data,466 Harbor Ave,Redmond,WA,98052,Professional Services,Legal,20320240,1162,1983,47.726513,-122.090978,true,2022-04-18
877,Summit Tech Corp,3947 Madison Pkwy,Bellevue,WA,98008,Professional Services,Consulting,18379749,2213,1952,47.655635,-122.148155,true,2025-05-18
878,The Horizon Tech,7185 Madison Ln,Bellevue,WA,98005,Professional Services,Legal,940471,4725,1955,47.575857,-122.212295,true,2023-02-24
879,The Columbia Works,131 Maple Pkwy,Vancouver,WA,98663,Retail,Sporting Goods,37560123,4003,1979,46.0,-122.697926,true,2020-07-12
880,Craft LLC,6182 Hill Way,Kirkland,WA,98034,Retail,Apparel,27363418,1426,2024,47.691766,-122.215249,true,2025-03-29
881,Craft Enterprises,7173 Elm Pkwy,Renton,WA,98057,Retail,Electronics,9286964,2727,1995,47.527707,-122.159801,true,2025-01-20
882,Olympic & Edge Associates,2712 Lake Rd,Bellingham,WA,98229,Food & Beverage,Catering,26648610,670,2003,48.796769,-122.498786,true,2025-08-15
883,Bay Industries,5586 Adams St,Federal Way,WA,98023,Technology,Software,49163937,3059,2020,47.329056,-122.339434,false,2025-11-12
884,The Puget Dynamics,2651 Valley Ave,Spokane,WA,99202,Manufacturing,Aerospace,33282505,1183,1959,47.669242,-117.400021,true,2023-06-09
885,Puget Works Inc,609 Industrial St,Redmond,WA,98052,Manufacturing,Food Processing,12513063,585,1958,47.709028,-122.114964,true,2021-05-02
886,Soundside Associates,5077 Broadway Pkwy,Kent,WA,98042,Retail,Sporting Goods,32157530,4861,1955,47.321268,-122.218293,true,2020-05-09
887,The Horizon Craft,9719 Spring Pl,Everett,WA,98201,Retail,Home Goods,25549173,317,2012,47.923725,-122.175924,true,2020-12-21
888,Ventures Enterprises,4054 Jefferson Ave,Everett,WA,98204,Retail,Apparel,20841237,4528,2007,47.929956,-122.173087,true,2024-08-08
889,Pacific Logic Holdings,8325 Forest Pl,Bellevue,WA,98006,Technology,Hardware,46833672,4629,1999,47.621211,-122.178971,true,2020-07-18
890,Metro Group LLC,4856 Meadow Ln,Kirkland,WA,98033,Food & Beverage,Restaurant,46140861,1269,1959,47.703786,-122.211068,true,2025-06-14
891,Analytics Inc,3092 Sunset Way,Redmond,WA,98053,Technology,Cybersecurity,15399979,3643,1964,47.703089,-122.083184,true,2021-07-24
892,Coastal & Tech Industries,6134 Washington Ln,Tacoma,WA,98408,Professional Services,Consulting,2300620,2285,2005,47.242572,-122.455999,true,2024-09-25
893,Alpine & Connect Enterprises,4085 Lake St,Bellevue,WA,98004,Technology,Software,10921322,708,2023,47.581533,-122.146161,true,2022-03-15
894,Summit Bridge Enterprises,9269 Maple Rd,Everett,WA,98203,Professional Services,Accounting,9940989,2461,1967,47.986884,-122.202654,true,2024-05-19
895,Peak & Labs Studio,245 Harbor Blvd,Seattle,WA,98115,Retail,Apparel,16402829,3936,1977,47.611224,-122.38854,true,2025-04-28
896,Bay LLC,8453 Hill St,Everett,WA,98208,Manufacturing,Aerospace,34502656,595,2022,47.931886,-122.213457,true,2024-08-20
897,Coastal Health Enterprises,5350 Cherry Ave,Yakima,WA,98902,Professional Services,Accounting,45124069,3062,2000,46.652513,-120.470643,true,2022-07-09
898,Coastal & Services Co,8640 Industrial Pl,Vancouver,WA,98660,Healthcare,Telehealth,29090792,4914,1953,46.0,-122.635144,true,2020-12-13
899,Metro & Partners Group,5459 Harbor Pl,Vancouver,WA,98664,Healthcare,Medical Devices,32784865,3163,2021,46.0,-122.682808,false,2021-07-16
900,Bay Logic Studio,4222 Commerce Dr,Everett,WA,98204,Retail,Apparel,39941778,4207,1979,48.002971,-122.142973,true,2023-08-20
901,The Soundside Logic,4663 Market Pkwy,Kennewick,WA,99337,Healthcare,Pharmaceuticals,44991774,1543,1967,46.191822,-119.163238,true,2023-04-23
902,Evergreen & Ventures Studio,2941 Park Dr,Redmond,WA,98052,Professional Services,Accounting,13856563,4900,1993,47.695515,-122.113652,true,2025-07-28
903,Ventures Agency,2497 Market Pkwy,Renton,WA,98055,Healthcare,Telehealth,16997383,1020,1998,47.488121,-122.217511,true,2024-05-29
904,Urban & Ventures Agency,4639 Monroe Pkwy,Seattle,WA,98118,Technology,Hardware,13417415,2177,1956,47.647439,-122.359423,false,2025-06-28
905,Services Corp,992 Maple St,Olympia,WA,98503,Technology,Cybersecurity,7261627,4494,2018,47.032461,-122.922423,true,2021-01-27
906,Harbor Health Inc,5631 Commerce Dr,Kennewick,WA,99337,Professional Services,Marketing,16201779,1889,1978,46.174587,-119.093043,true,2022-12-28
907,Bay Associates,2915 Willow Rd,Kennewick,WA,99338,Food & Beverage,Brewery,41408967,143,1970,46.250892,-119.181796,true,2023-01-09
908,Pioneer & Dynamics Holdings,2813 Forest Rd,Bellingham,WA,98226,Manufacturing,Aerospace,7256613,26,1980,48.701482,-122.438554,true,2024-11-17
909,The Cascade Design,7350 Hill Ln,Olympia,WA,98506,Food & Beverage,Bakery,1595288,4435,1984,47.03354,-122.932138,true,2025-07-06
910,Cedar & Analytics Holdings,3466 Canyon Blvd,Kent,WA,98030,Food & Beverage,Brewery,40379309,3094,1971,47.35865,-122.230116,true,2022-04-28
911,Rainier & Dynamics Enterprises,7795 Oak Pkwy,Redmond,WA,98052,Retail,Home Goods,43367245,530,2007,47.658612,-122.150148,true,2020-03-30
912,Coastal Ventures Enterprises,7265 Market Way,Kent,WA,98031,Food & Beverage,Brewery,18110447,3004,1983,47.363142,-122.287541,true,2021-11-21
913,Alpine Health Co,2701 Elm Pkwy,Redmond,WA,98052,Food & Beverage,Catering,16853463,650,2017,47.711508,-122.062501,false,2025-01-29
914,Dynamics Enterprises,2830 Cedar Rd,Tacoma,WA,98402,Retail,Electronics,41720890,428,2023,47.29302,-122.466578,true,2021-12-21
915,Pioneer & Tech Co,1362 Cedar St,Kirkland,WA,98034,Food & Beverage,Bakery,12044407,4375,1965,47.733042,-122.162609,true,2024-02-20
916,Partners LLC,8509 Oak Ct,Vancouver,WA,98664,Healthcare,Pharmaceuticals,3865143,3227,1967,46.0,-122.707583,true,2025-04-05
917,Harbor Holdings,7553 Forest St,Tacoma,WA,98404,Healthcare,Pharmaceuticals,10927467,4965,1955,47.293403,-122.399886,true,2024-03-25
918,The Horizon Craft,8702 Madison Ct,Tacoma,WA,98406,Technology,Cloud Services,40685568,4731,2001,47.245293,-122.404139,true,2025-11-14
919,Northwest & Works Corp,6121 Harbor St,Kennewick,WA,99338,Manufacturing,Aerospace,27726568,3135,1998,46.210378,-119.140033,true,2020-04-07
920,Olympic Studio,5047 Cherry Rd,Renton,WA,98056,Manufacturing,Aerospace,1149111,1861,2006,47.520037,-122.224132,true,2024-06-23
921,Olympic Inc,2484 Washington Dr,Everett,WA,98204,Professional Services,Marketing,3614778,2872,2009,47.964588,-122.235437,false,2024-11-10
922,Urban Health Holdings,5875 Meadow Rd,Bellevue,WA,98006,Food & Beverage,Brewery,34055239,1360,1951,47.592573,-122.198493,false,2021-08-20
923,The Peak Innovations,6709 Meadow Pkwy,Vancouver,WA,98663,Professional Services,Accounting,23331792,2676,1986,46.0,-122.668859,true,2025-10-18
924,Peak & Health Consulting,9379 Monroe St,Olympia,WA,98502,Technology,Cybersecurity,25412116,2705,2006,47.071019,-122.907991,true,2022-12-30
925,Horizon Dynamics Inc,5062 Main Blvd,Tacoma,WA,98404,Healthcare,Pharmaceuticals,28126729,4664,1974,47.201183,-122.453933,true,2021-09-13
926,Services Inc,8007 Cedar Rd,Kent,WA,98035,Food & Beverage,Brewery,11163491,4043,1964,47.438851,-122.264726,true,2025-02-25
927,Columbia & Bridge Agency,5516 Ridge Ct,Bellingham,WA,98225,Retail,Home Goods,44862068,4832,2016,48.792071,-122.42532,true,2022-10-01
928,The Peak Group,940 Harbor Dr,Redmond,WA,98052,Technology,Cybersecurity,9980230,4547,1978,47.668008,-122.140622,true,2022-06-15
929,The Bay Logic,6651 Division Pkwy,Kennewick,WA,99337,Healthcare,Telehealth,20121223,665,1981,46.258621,-119.088874,true,2025-05-24
930,The Northwest Design,2623 Division Pl,Kennewick,WA,99336,Professional Services,Consulting,22449989,3035,1965,46.242996,-119.088865,true,2025-06-15
931,Pioneer & Group Co,2801 Meadow Blvd,Kennewick,WA,99338,Manufacturing,Food Processing,22004188,4862,1998,46.220611,-119.151362,true,2021-02-16
932,Cascade Solutions Inc,7820 Forest Ave,Bellevue,WA,98005,Technology,Software,19607068,3005,1995,47.568006,-122.208575,true,2020-12-24
933,Harbor & Data Inc,103 Valley Blvd,Seattle,WA,98117,Healthcare,Clinic Services,32957508,881,1984,47.589617,-122.385327,true,2025-11-24
934,Columbia & Services Consulting,1674 Adams Pkwy,Bellevue,WA,98005,Food & Beverage,Brewery,46290156,2325,1954,47.566634,-122.20452,true,2023-10-19
935,The Peak Group,6948 Pacific Dr,Spokane,WA,99206,Healthcare,Telehealth,14179589,1972,2009,47.697232,-117.44695,true,2021-09-27
